feature,importance,description
revs905__tu,0.0,Months since max. revolving monthly spend over last 12 months
rvdex01__tu,0.0,Annual year-over-year revolving spend index
rvdexq1__tu,0.0,Q1 (Jan - March) revolving spend indexed to annual revolving spend
rvdexq4__tu,0.0,Q4 (Oct - Dec) revolving spend indexed to revolving annual spend
walsrvs1__tu,0.0,Spend on current dominant revolving trade relative to total spend over the past month
revs124__tu,0.0,Aggregate Revolving Spend for Month M = 24
au203s__tu,0.0,Number of auto trades that are 60 days or more past due in the past 12 months
au204s__tu,0.0,Number of auto trades that are 90 days or more past due ever
au205s__tu,0.0,Number of auto trades that are 90 days or more past due in the past 12 months
au207s__tu,0.0,Number of auto charged-off trades
g400s__tu,0.0,Number of deduped mortgage inquiries in past 3 months
g401s__tu,0.0,Number of deduped mortgage inquiries in past 6 months
g402s__tu,0.0,Number of deduped mortgage inquiries in past 12 months
g404s__tu,0.0,Number of deduped finance inquiries in past 3 months
rets112__tu,0.0,Aggregate Retail Spend for Month M = 12
g406s__tu,0.0,Number of deduped finance inquiries in past 12 months
g407s__tu,0.0,Number of deduped finance inquiries
g408s__tu,0.0,Number of deduped bank inquiries in past 3 months
g409s__tu,0.0,Number of deduped bank inquiries in past 6 months
g410s__tu,0.0,Number of deduped bank inquiries in past 12 months
g411s__tu,0.0,Number of deduped bank inquiries
g412s__tu,0.0,Number of deduped auto inquiries in past 3 months
g413s__tu,0.0,Number of deduped auto inquiries in past 6 months
g405s__tu,0.0,Number of deduped finance inquiries in past 6 months
se29s__tu,0.0,Number of open secured installment trades with balance > $0 verified in past 12 months
se31s__tu,0.0,Percentage of open secured installment trades > 75% of credit line verified in past 12 months
se32s__tu,0.0,Maximum balance owed on open secured installment trades verified in past 12 months
se36s__tu,0.0,Months since most recent secured installment delinquency
se57s__tu,0.0,Total past due amount of open secured installment trades verified in past 12 months
se101s__tu,0.0,Total balance of all secured installment trades verified in past 12 months (BKAGBAL)
jt01s__tu,0.0,Number of joint trades
jt03s__tu,0.0,Number of open joint trades currently satisfactory
au202s__tu,0.0,Number of auto trades that are 60 days or more past due ever
jt28s__tu,0.0,Total credit line of open joint trade verified in the past 12 months
jt33s__tu,0.0,Total balance of joint trades in the last 12 months
jt34s__tu,0.0,Utilization of open joint trades verified in past 12 months
jt42s__tu,0.0,Ratio of open joint trades to open trades
jt44s__tu,0.0,Total past due amount of joint trades
jt51s__tu,0.0,Months since most recent 30+ days past due on a joint trade
jt53s__tu,0.0,Number of joint trades in collections or 3rd party non-medical collections with balance > $0 in past 24 months
jt70s__tu,0.0,Ratio of dollars past due joint trades to total dollars past due trades
jt75s__tu,0.0,Number of joint trades 30 days past due or worse in the last 12 months
jt21s__tu,0.0,Months since most recent joint trade opened
rvlr71__tu,0.0,"Number of top five Bankcards that were never revolver, but transacted at least once in the past 3 months"
rvlr72__tu,0.0,Number of top five Bankcards that were revolver at least once in the past 6 months
rvlr73__tu,0.0,"Number of top five Bankcards that were never revolver, but transacted at least once in the past 6 months"
rvlr74__tu,0.0,Number of top five Bankcards that were revolver at least once in the past 12 months
rvlr75__tu,0.0,"Number of top five Bankcards that were never revolver, but transacted at least once in the past 12 months"
rvlr76__tu,0.0,Number of top five Bankcards that were revolver at least once in the past 24 months
rvlr77__tu,0.0,"Number of top five Bankcards that were never revolver, but transacted at least once in the past 24 months"
rets101__tu,0.0,Aggregate Retail Spend for Month M = 01
g414s__tu,0.0,Number of deduped auto inquiries in past 12 months
rets103__tu,0.0,Aggregate Retail Spend for Month M = 03
rets104__tu,0.0,Aggregate Retail Spend for Month M = 04
rets105__tu,0.0,Aggregate Retail Spend for Month M = 05
rets106__tu,0.0,Aggregate Retail Spend for Month M = 06
rets107__tu,0.0,Aggregate Retail Spend for Month M = 07
rets108__tu,0.0,Aggregate Retail Spend for Month M = 08
rets109__tu,0.0,Aggregate Retail Spend for Month M = 09
rets110__tu,0.0,Aggregate Retail Spend for Month M = 10
rets111__tu,0.0,Aggregate Retail Spend for Month M = 11
rets102__tu,0.0,Aggregate Retail Spend for Month M = 02
g416s__tu,0.0,Months since most recent finance inquiry
g417s__tu,0.0,Months since most recent bank inquiry
g418s__tu,0.0,Months since most recent auto inquiry
us51a__tu,0.0,Terms in months of most recent unsecured installment trade
hrap02__tu,0.0,Total scheduled monthly payment for open home equity line of credit trades verified in past 12 months
reap02__tu,0.0,Total scheduled monthly payment for all revolving and open heloc trades verified in past 12 months
g199b__tu,0.0,Total monthly obligation for contractually liable accounts verified in past 12 months and current balance > 0
g200b__tu,0.0,Percentage of contractually liable debt for trades with a current balance > 0
rvlr70__tu,0.0,Number of top five Bankcards that were revolver at least once in the past 3 months
g206b__tu,0.0,Total monthly obligation for joint account verified in past 12 months and with a current balance > 0  (ATTR14)
g207b__tu,0.0,Total monthly obligation for all accounts with a current balance > 0 (ATTR16)
g208b__tu,0.0,Percentage of individual debt for trades with a current balance > 0 (ATTR17)
rvlr61__tu,0.0,Flag indicating that the consumer revolved at least one time on at least one of his top 5 bankcards in the past 6 months
rvlr62__tu,0.0,Flag indicating that the consumer revolved at least two times on at least one of his top 5 bankcards in the past 6 months
rvlr63__tu,0.0,Flag indicating that the consumer revolved at least three times on at least one of his top 5 bankcards in the past 6 months
rvlr64__tu,0.0,Flag indicating that the consumer revolved at least four times on at least one of his top 5 bankcards in the past 6 months
rvlr65__tu,0.0,Flag indicating that the consumer revolved at least five times on at least one of his top 5 bankcards in the past 6 months
rvlr66__tu,0.0,Flag indicating that the consumer revolved at least six times on at least one of his top 5 bankcards in the past 6 months
g205b__tu,0.0,Total monthly obligation for individual account verified in past 12 months and with a current balance > 0
rvlr05__tu,-3.3716873260036806e-07,Ratio of bankcard revolver trade balance to total bankcard balance
g209s__tu,-7.903623950866745e-07,Months since most recent charged-off trade opened
se21s__tu,-9.703457303222862e-07,Months since most recent secured installment trade opened
aut225__tu,-2.7300932090579266e-06,Average total Payment Ratio for Auto accounts over the past 24 months
agg424__tu,-3.0273026134786107e-06,Aggregate non-mortgage actual payment for month 24
br33s__tu,-3.481496508861426e-06,Total balance of open bank revolving trades verified in past 12 months
fr28s__tu,-3.722711346298979e-06,Total credit line of open finance revolving trades verified in past 12 months
in33s__tu,-3.785064435768426e-06,Total balance of open installment trades verified in past 12 months
agg603__tu,-4.198424933266054e-06,Aggregate bankcard credit line for month 3
fi34s__tu,-5.355746948487727e-06,Utilization for open finance installment trades verified in past 12 months
int_bad_3mo_closed__tu_pmthx,-5.487917050128743e-06,
linkf038__tu,-5.9959953183641446e-06,Number of inquiries all time ONLINE LENDER
linkf041__tu,-7.217886367372195e-06,Number of lenders / locations with inquiries or trades within last 1 month ONLINE LENDER
of21s__tu,-9.112072436368024e-06,Months since most recent credit union trade opened
re31s__tu,-1.3041166153193728e-05,Percentage of open revolving trades > 75% of credit line verified in past 12 months
re20s__tu,-1.3324494832267497e-05,Months since oldest revolving trade opened
per232__tu,-1.3606578248115397e-05,Aggregate Excess Payment for Personal Loan accounts over the past 3 months
g240s__tu,-1.426221420064433e-05,Number of mortgage inquiries
fr20s__tu,-1.4355445942970668e-05,Months since oldest finance revolving trade opened
ssnproblems__ln,-1.4590515953094574e-05,Indicates problems on file associated with the input SSN
pb01s__tu,-1.5051770661966835e-05,Number of premium credit card trades
rvdexq2__tu,-1.525219607090289e-05,Q2 (Apr - Jun) revolving spend indexed to revolving annual spend
au206s__tu,-1.550622345303232e-05,Number of auto repossession trades
s209s__tu,-1.556072016606347e-05,Months since most recent third party collection
addrinputsubjectcount__ln,-1.572730232468622e-05,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrprevioustimenewest__ln,-1.760193985667069e-05,Time (in months) since the subject was most recently reported at the most previous address on subject's file
agg324__tu,-1.7718841380132133e-05,Aggregate non-mortgage amount past due for month 24
rtl_trd__tu,-1.7761001784633024e-05,Number of retail trades
agg106__tu,-1.827452829816778e-05,Aggregate non-mortgage balances for month 6
criminalfelonytimenewest__ln,-1.9572255239297398e-05,Time (in months) since most recently recorded felony criminal conviction on subject's file
at104s__tu,-1.9762456238581194e-05,Percentage of all trades opened in past 24 months to all trades
br28s__tu,-2.0943305385046074e-05,Total credit line of open bank revolving trades verified in past 12 months
per222__tu,-2.125843812650352e-05,Average total Payment Ratio for Personal Loan accounts over the past 3 months
linkf020__tu,-2.1522414587415994e-05,Number of satisfactory ACH transactions within last 24 months
agg610__tu,-2.1995031967647627e-05,Aggregate bankcard credit line for month 10
ret14__tu,-2.3063465014350193e-05,Number of instances where a Retail trade was utilized more than 90% in the past 12 months
linkf047__tu,-2.3324394570534146e-05,Number of trade segments opened within last 12 months ONLINE LENDER
aggs103__tu,-2.4699562960694976e-05,Aggregate Spend for Month M = 03
rvdex02__tu,-2.4992310075244717e-05,Most recent quarter year-over-year revolving spend index
rle907__tu,-2.6008388440468266e-05,Months since most recent over-payment on a Real-Estate account
g102s__tu,-2.6904394946014598e-05,Months since most recent inquiry
au28s__tu,-2.7790889352563575e-05,Total credit line of open auto trades verified in past 12 months
aggs105__tu,-2.9745215134102665e-05,Aggregate Spend for Month M = 05
linkf064__tu,-3.0274764842741497e-05,Number of charged-off and open past due trade segments
rt32s__tu,-3.0465951251668066e-05,Maximum balance owed on open retail trades verified in past 12 months
g200s__tu,-3.123628852441662e-05,Percentage of contractually liable debt
linkb013__tu,-3.308315265082573e-05,
paymnt01__tu,-3.4965008289367105e-05,Number of prepayments on installment loans last 3 months
linkf169__tu,-3.513111400110791e-05,Number of distinct home phones within last 3 months
assetpropsaletimeoldest__ln,-3.519746768410048e-05,Time (in months) since subject's earliest recorded real property sale based on real property ownership records on subject's file
se20s__tu,-3.528644595518493e-05,Months since oldest secured installment trade opened
agg505__tu,-3.691527286231455e-05,Aggregate bankcard balances for month 5
revs109__tu,-3.738791792051721e-05,Aggregate Revolving Spend for Month M = 09
derogseverityindex__ln,-3.76274663410614e-05,Index indicating severity of derogatory records on subject's file
agg811__tu,-3.840931912379997e-05,Aggregate bankcard actual payment for month 11
linkf116__tu,-4.120630091331012e-05,Number of trade segments
per201__tu,-4.161519111078871e-05,Total Payment Ratio for Personal Loan accounts over the past 1 month
re28s__tu,-4.311713257398875e-05,Total credit line of open revolving trades verified in past 12 months
index02__tu,-4.410796840170761e-05,Most recent quarter year-over-year spend index
se33s__tu,-4.767227901159021e-05,Total balance of open secured installment trades verified in past 12 months
ENG-int_n_months_total,-4.9518867723641335e-05,
g243f__tu,-5.030119787419185e-05,Number of finance inquiries (includes duplicates) in past 6 months
agg405__tu,-5.058850666039838e-05,Aggregate non-mortgage actual payment for month 5
at33a__tu,-5.2003830888769365e-05,Total balance of open trades verified in past 12 months
fltservicecontract__app,-5.464732280091589e-05,Service Contract
linkf100__tu,-5.549424208817211e-05,Number of satisfactory trades with an age of at least 6 months
jt80s__tu,-5.588000835232698e-05,Number of non-Mortgage and non-Auto joint trades with greater than 75% utilization
linka084__tu,-5.6917681377277596e-05,Minimum days taken to pay a non-sufficient funds
aggs112__tu,-5.738655787035363e-05,Aggregate Spend for Month M = 12
std204__tu,-5.802012221101105e-05,Total Payment Ratio for Student Loan accounts over the past 12 months
g094s__tu,-5.826093161476198e-05,Number of public record bankruptcies
agg524__tu,-5.9054523926183045e-05,Aggregate bankcard balances for month 24
fr02s__tu,-6.365133940555712e-05,Number of open finance revolving trades
agg623__tu,-6.483913852961543e-05,Aggregate bankcard credit line for month 23
paymnt07__tu,-6.536540152735082e-05,Ratio of actual to minimum payment for non-mortgage trades last month
bitdealerapplicantsamestate__app,-6.686494402741161e-05,Applicant and Dealer Same State
agg108__tu,-6.848436361217569e-05,Aggregate non-mortgage balances for month 8
subjectactivityindex06month__ln,-7.090159780187566e-05,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
agg715__tu,-7.112832977829164e-05,Aggregate bankcard amount past due for month 15
g042s__tu,-7.27231467235745e-05,Number of trades 60 or more days past due ever
se25s__tu,-7.290437336671118e-05,Number of currently open and satisfactory secured installment trades 12 months or older
educationattendance__ln,-7.416770935331218e-05,Indicates subject attended college based on student directory information on file
bc20s__tu,-7.46517392833379e-05,Months since oldest credit card trade opened
lienjudgmentcount__ln,-7.473290377646435e-05,"Total lien and judgment records on subject's file, excluding evictions"
jt02s__tu,-7.476058721989087e-05,Number of open joint trades
bc29s__tu,-7.514649331041845e-05,Number of open credit card trades with balance > $0 verified in past 12 months
cv16__tu,-7.716076692632079e-05,Number of deduped mortgage inquiries
agg120__tu,-7.758867554574778e-05,Aggregate non-mortgage balances for month 20
addrinputavmvalue__ln,-8.095516653527923e-05,Indicates input address estimated market value on file based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology 
fi32s__tu,-8.580142541625424e-05,Maximum balance owed on open finance installment trades verified in past 12 months
agg607__tu,-8.76555488580344e-05,Aggregate bankcard credit line for month 7
us20s__tu,-8.804873488121867e-05,Months since oldest unsecured installment trade opened
aut202__tu,-8.925218504107768e-05,Total Payment Ratio for Auto accounts over the past 3 months
revs123__tu,-8.945471933186067e-05,Aggregate Revolving Spend for Month M = 23
linka019__tu,-8.967699007700336e-05,Number of days since first checking account closure for cause
businesstitleleadership__ln,-9.018262978088831e-05,"Indicates the business title for the most recent formal business association on subject's file is associated with a leadership position such as director, owner, founder, executive, or president"
addrlastmoveecontrajectoryindex__ln,-9.060695145879372e-05,"For subjects with a move in the past five years, this index summarizes any difference in the relative property value or ownership status of the most recent residential move.  Lower values indicate movement to lower value or rented property, higher values indicate higher value property.  
Note: Seniors (age 62 plus) who have moved are defaulted to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
addrpreviouslengthofres__ln,-9.265116813250707e-05,
linkf099__tu,-9.340659590539868e-05,Number of satisfactory trades with an age of at least 3 months
st25s__tu,-9.455818980719233e-05,Number of currently open and satisfactory student loan trades 12 months or older
agg319__tu,-9.683833430962352e-05,Aggregate non-mortgage amount past due for month 19
linkc008__tu,-0.00010346366526636785,"Number of paid charge-offs in the last 3 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc042__tu,-0.00010789434943581089,Number of rent-to-own inquiries in the last 24 months
fltmaintenanceagreement__app,-0.0001094778612623637,Maintenance Agreement
jt41s__tu,-0.00011204085405014386,Number of joint installment or joint mortgage trades
addrchangecount60month__ln,-0.00011232851736009408,Number of addresses first seen in last 60 months on subject's file
in32s__tu,-0.00011332037638889236,Maximum balance owed on installment trades verified in past 12 months
agg114__tu,-0.00011497736930787816,Aggregate non-mortgage balances for month 14
agg801__tu,-0.0001173609817241017,Aggregate bankcard actual payment for month 1
inttype__app,-0.00011830688700442682,BK Type
at28a__tu,-0.00012151798984427753,Total credit line of open trades verified in past 12 months
fltinsuredlifeamount__app,-0.00012173485074673529,Insured Life Amount
flttaxgrossreceipts__app,-0.00012237350486066223,Tax Amount
subjectwillingnessindex__ln,-0.0001227998042271361,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
assetpropcurrenttaxtotal__ln,-0.00012802354254515258,The total sum of tax assessed values for all real property currently owned by the subject based on real property ownership records on subject's file
agg423__tu,-0.00012899517699249685,Aggregate non-mortgage actual payment for month 23
pb101s__tu,-0.000135246715336379,Total balance of all premium credit card trades verified in past 12 months
us21s__tu,-0.00015491638301712296,Months since most recent unsecured installment trade opened
addrcurrentdeedmailing__ln,-0.00016031092346568965,Indicates the property owner's mailing address is the same as the property address on the property record for the current address on subject's file
fi30s__tu,-0.00016091507510529457,Percentage of open finance installment trades > 50% of credit line verified in past 12 months
subjectstabilityindex__ln,-0.00016334125194272797,Modeled risk index indicating the subject's stability in fulfilling a credit obligation on the basis of address history and non-derogatory public records on file
linka076__tu,-0.00017296896199503475,Total amount of paid non-sufficient funds in the last 6 months
g228s__tu,-0.00018505389480416579,Number of 90 or more days past due trades (current MOP only) with balance > $0 opened in past 24 months
agg613__tu,-0.00022691344156478,Aggregate bankcard credit line for month 13
addrprevioustimeoldest__ln,-0.00024050267844688555,Time (in months) since the subject was first reported at the most previous address on subject's file
cv05__tu,-0.00034767843092831097,Months since most recent non-medical third party collection occurrence
fltallowance__app,-0.0004377091452110182,Allowance 
